Enumerator_ID,Total_Maize_Area,Improved_Maize_Area,Region,Zone,Woreda,Kebele,BranchName,latitude,longitude,altitude,has_gps
2289,0.3,0.3,SNNP,Wera Dijo,Lyignawtuka,022_04,Hossana,7.4122152,38.1879053,2056,TRUE
2289,0.28,0.28,SNNP,Wera Dijo,Lyignawtuka,022_04,Hossana,7.4122153,38.1879093,2056,TRUE
2289,1,0.28,SNNP,Wera Dijo,Lyignawtuka,022_04,Hossana,7.4122153,38.187909,2056,TRUE
2289,0.36,0.24,SNNP,Wera Dijo,Lyignawtuka,022_04,Hossana,7.4122154,30.1879082,2046,TRUE
2289,0.58,0.33,SNNP,Wera Dijo,Lyignawtuka,022_04,Hossana,7.4122155,38.1879073,2056,TRUE
2070,0.25,0.25,SNNP,Shashego,Shamisamise,016_04,Hossana,7.4349631,38.0610248,1918,TRUE
2070,0.5,0.5,SNNP,Shashego,Shamisamise,016_04,Hossana,7.4349713,38.0611862,1924,TRUE
2070,1.5,1.5,SNNP,Shashego,Shamisamise,016_04,Hossana,7.4350363,38.0611523,1917,TRUE
2070,0.3,0.2,SNNP,Shashego,Shamisamise,016_04,Hossana,7.4350409,38.0611033,1916,TRUE
2070,0.75,0.5,SNNP,Shashego,Shamisamise,016_04,Hossana,7.4350682,38.0611599,1955,TRUE
2070,2,2,SNNP,Shashego,Shamisamise,016_04,Hossana,7.4350906,38.061154,1928,TRUE
2070,2,2,SNNP,Shashego,Shamisamise,016_04,Hossana,7.4351233,38.061153,1926,TRUE
2070,1.26,1.25,SNNP,Shashego,Shamisamise,016_04,Hossana,7.4351997,38.0611651,1933,TRUE
2286,0.06,0.06,SNNP,Halaba,Wera Dijo,Udanacholoksa,Hossana,7.4566318,38.3189783,1802,TRUE
2286,0.1,0.1,SNNP,Halaba,Wera Dijo,Udanacholoksa,Hossana,7.4592416,38.3135142,1892,TRUE
2286,0.13,0.13,SNNP,Halaba,Wera Dijo,Udanacholoksa,Hossana,7.4592551,38.3138664,1826,TRUE
2286,0.11,0.11,SNNP,Halaba,Wera Dijo,Udanacholoksa,Hossana,7.4592859,38.313548,1797,TRUE
2286,0.12,0.12,SNNP,Halaba,Wera Dijo,Udanacholoksa,Hossana,7.4593512,38.3136002,1804,TRUE
2286,0.25,0.25,SNNP,Halaba,Wera Dijo,Udanacholoksa,Hossana,7.459547,38.3137155,1838,TRUE
2337,0.25,0.25,SNNP,Silite,Lanfuro,Girzila Shofode,Hossana,7.7184682,38.3521449,1848,TRUE
2337,0.25,0.25,SNNP,Silite,Lanfuro,Girzila Shofode,Hossana,7.7195827,38.3476952,1860,TRUE
2337,0.3,0.3,SNNP,Silite,Lanfuro,Girzila Shofode,Hossana,7.7201905,38.3521662,1827,TRUE
2337,0.25,0.25,SNNP,Silite,Lanfuro,Girzila Shofode,Hossana,7.721155,38.3479538,1823,TRUE
2337,0.3,0.3,SNNP,Silite,Lanfuro,Girzila Shofode,Hossana,7.7212122,38.3522714,1814,TRUE
2337,0.2,0.2,SNNP,Silite,Lanfuro,Girzila Shofode,Hossana,7.7219822,38.3486686,1837,TRUE
2337,0.25,0.25,SNNP,Silite,Lanfuro,Girzila Shofode,Hossana,7.7219861,38.3498366,1840,TRUE
2337,0.75,0.75,SNNP,Silite,Lanfuro,Girzila Shofode,Hossana,7.7224045,38.3479487,1835,TRUE
2250,0.25,0.25,SNNP,Yem Liyu,Yem Liyu,Tachingaw Kesheli,Jimma,7.8251328,37.4356744,2247,TRUE
2250,0.5,0.25,SNNP,Yem Liyu,Yem Liyu,Tachingaw Kesheli,Jimma,7.843353,37.4527195,2522,TRUE
2042,0.44,0.44,SNNP,Gurage,Meskan,Wita,Hossana,8.1130309,38.3807947,2090,TRUE
2042,0.62,0.62,SNNP,Gurage,Meskan,Wita,Hossana,8.1131657,38.3808381,2100,TRUE
2042,0.25,0.25,SNNP,Gurage,Meskan,Wita,Hossana,8.1132348,38.3807947,2093,TRUE
2042,0.25,0.25,SNNP,Gurage,Meskan,Wita,Hossana,8.113293,38.3808399,2080,TRUE
2042,2.5,2.5,SNNP,Gurage,Meskan,Wita,Hossana,8.1134285,38.3808258,2072,TRUE
2042,0.38,0.38,SNNP,Gurage,Meskan,Wita,Hossana,8.1137066,38.3807015,2065,TRUE
2038,0.25,0.25,SNNP,Gurage,Sodo,Agamisando,Hossana,8.2170621,38.5141942,1930,TRUE
2038,0.5,0.5,SNNP,Gurage,Sodo,Agamisando,Hossana,8.2189978,38.5100835,1927,TRUE
